idVenta,Cliente,Genero,Edad,Producto,Categoria,Region,Cantidad,PrecioUnitario,Total,Fecha
279,Cliente_F_9,F,64,Producto_30,Categoria_25,Region_50,4,90.14,360.56,2025-01-14
280,Cliente_F_9,F,32,Producto_69,Categoria_17,Region_7,5,100.0,500.0,2025-01-25
281,Cliente_F_1,F,33,Producto_74,Categoria_7,Region_19,4,147.87,591.48,2025-01-06
282,Cliente_F_1,F,51,Producto_81,Categoria_42,Region_29,5,175.74,878.7,2025-01-21
283,Cliente_F_1,F,33,Producto_192,Categoria_88,Region_29,4,65.84,263.36,2025-07-02
284,Cliente_F_1,F,34,Producto_194,Categoria_55,Region_3,1,26.89,26.89,2025-07-18
285,Cliente_F_1,F,26,Producto_245,Categoria_95,Region_37,2,123.85,247.7,2025-01-09
286,Cliente_F_1,F,52,Producto_200,Categoria_21,Region_11,3,118.07,354.21,2025-10-23
287,Cliente_F_1,F,27,Producto_67,Categoria_4,Region_26,5,23.99,119.95,2025-09-01
288,Cliente_F_1,F,22,Producto_81,Categoria_50,Region_28,3,131.15,393.45,2025-03-03
289,Cliente_F_1,F,22,Producto_200,Categoria_75,Region_42,2,34.68,69.36,2025-12-27
290,Cliente_F_1,F,62,Producto_239,Categoria_81,Region_5,1,145.56,145.56,2025-07-24
291,Cliente_M_41,M,30,Producto_292,Categoria_32,Region_9,5,128.7,643.5,2025-07-23
292,Cliente_M_41,M,20,Producto_94,Categoria_93,Region_23,3,35.67,107.01,2025-12-24
293,Cliente_M_41,M,20,Producto_81,Categoria_69,Region_41,1,40.24,40.24,2025-02-05
294,Cliente_M_41,M,60,Producto_212,Categoria_18,Region_14,2,84.45,168.9,2025-07-13
295,Cliente_M_41,M,28,Producto_45,Categoria_79,Region_7,1,127.22,127.22,2025-10-25
296,Cliente_M_41,M,49,Producto_32,Categoria_50,Region_36,4,104.04,416.16,2025-06-21
297,Cliente_M_41,M,24,Producto_79,Categoria_50,Region_30,4,180.25,721.0,2025-01-16
298,Cliente_M_41,M,29,Producto_79,Categoria_47,Region_50,4,164.35,657.4,2025-07-24
299,Cliente_M_41,M,27,Producto_222,Categoria_47,Region_12,1,39.55,39.55,2025-05-15
300,Cliente_M_41,M,34,Producto_124,Categoria_65,Region_36,2,103.69,207.38,2025-09-17
301,Cliente_M_58,M,30,Producto_51,Categoria_19,Region_39,1,21.47,21.47,2025-02-27
302,Cliente_M_58,M,27,Producto_269,Categoria_4,Region_15,1,75.24,75.24,2025-10-13
303,Cliente_M_58,M,70,Producto_168,Categoria_99,Region_6,3,97.04,291.12,2025-09-10
304,Cliente_M_58,M,32,Producto_174,Categoria_69,,5,167.3,836.5,2025-09-20
305,Cliente_M_58,M,19,Producto_51,Categoria_19,Region_8,1,166.82,166.82,2025-02-15
306,Cliente_M_58,M,15,Producto_219,Categoria_3,Region_19,1,32.69,32.69,2025-04-08
307,Cliente_M_58,M,42,Producto_51,Categoria_24,Region_24,3,86.42,259.26,2025-08-08
308,Cliente_M_58,M,34,Producto_244,Categoria_51,Region_29,4,120.1,480.4,2025-11-26
309,Cliente_M_58,M,63,Producto_270,Categoria_42,Region_24,3,133.81,401.43,2025-10-04
310,Cliente_M_58,M,28,Producto_72,Categoria_28,Region_31,3,113.15,339.45,2025-09-09
311,Cliente_M_14,M,23,Producto_67,Categoria_37,Region_25,4,180.49,721.96,2025-01-21
312,Cliente_M_14,M,26,Producto_254,Categoria_27,Region_9,3,191.02,573.06,2025-12-16
313,Cliente_M_14,M,48,Producto_174,Categoria_41,Region_31,3,158.16,474.48,2025-09-09
314,Cliente_M_14,M,19,Producto_278,Categoria_5,Region_49,3,80.77,242.31,2025-04-22
315,Cliente_M_14,M,19,Producto_118,Categoria_10,Region_45,5,38.57,192.85,2025-12-28
316,Cliente_M_14,M,28,Producto_278,Categoria_51,Region_45,1,63.41,63.41,2025-09-18
317,Cliente_M_14,M,40,Producto_131,Categoria_44,Region_50,1,179.14,179.14,2025-11-18
318,Cliente_M_14,M,42,Producto_190,Categoria_43,Region_36,3,198.39,595.17,2025-09-25
319,Cliente_M_14,M,22,Producto_246,Categoria_94,Region_47,4,147.82,591.28,2025-06-22
320,Cliente_M_14,M,37,Producto_130,Categoria_72,,1,167.53,167.53,2025-03-22
321,Cliente_F_6,F,24,Producto_29,Categoria_17,Region_39,1,119.74,119.74,2025-02-17
322,Cliente_F_6,F,33,Producto_129,Categoria_79,Region_28,5,198.94,994.7,2025-05-04
323,Cliente_F_6,F,66,Producto_145,Categoria_75,Region_50,1,174.54,174.54,2025-04-21
324,Cliente_F_6,F,35,Producto_129,Categoria_37,Region_9,5,100.21,501.05,2025-12-19
325,Cliente_F_6,F,40,Producto_113,Categoria_66,Region_28,1,148.58,148.58,2025-01-19
326,Cliente_F_6,F,29,Producto_29,Categoria_60,Region_38,2,172.41,344.82,2025-08-14
327,Cliente_F_6,F,33,Producto_29,Categoria_67,Region_23,3,91.49,274.47,2025-11-18
328,Cliente_F_6,F,61,Producto_111,Categoria_92,Region_19,3,167.49,502.47,2025-08-02
329,Cliente_F_6,F,37,Producto_90,Categoria_8,Region_12,2,32.48,64.96,2025-07-26
330,Cliente_F_6,F,39,Producto_29,Categoria_31,Region_35,5,171.64,858.2,2025-09-03
331,Cliente_F_12,F,26,Producto_52,Categoria_20,Region_29,2,189.68,379.36,2025-11-15
332,Cliente_F_12,F,32,Producto_150,Categoria_19,Region_36,2,114.69,229.38,2025-11-13
333,Cliente_F_12,F,28,Producto_165,Categoria_65,Region_30,1,21.79,21.79,2025-07-19
334,Cliente_F_12,F,24,Producto_268,Categoria_47,Region_44,1,97.55,97.55,2025-06-22
335,Cliente_F_12,F,61,Producto_36,Categoria_29,Region_29,2,25.79,51.58,2025-03-02
336,Cliente_F_12,F,49,Producto_163,Categoria_47,Region_22,4,20.06,80.24,2025-05-04
337,Cliente_F_12,F,21,Producto_165,Categoria_59,Region_9,5,99.49,497.45,2025-11-05
338,Cliente_F_12,F,29,Producto_287,Categoria_23,Region_48,3,25.51,76.53,2025-02-22
339,Cliente_F_12,F,27,Producto_178,Categoria_44,Region_12,3,115.51,346.53,2025-07-22
340,Cliente_F_12,F,21,Producto_203,Categoria_69,Region_19,4,150.77,603.08,2025-08-02
341,Cliente_M_19,M,18,Producto_40,Categoria_14,Region_15,4,132.52,530.08,2025-04-22
342,Cliente_M_19,M,29,Producto_138,Categoria_57,Region_44,4,174.99,699.96,2025-05-19
343,Cliente_M_19,M,19,Producto_88,Categoria_10,Region_22,3,20.58,61.74,2025-02-25
344,Cliente_M_19,M,36,Producto_151,Categoria_34,Region_27,4,79.2,316.8,2025-08-08
345,Cliente_M_19,M,36,Producto_112,Categoria_85,Region_9,5,24.02,120.1,2025-14-99
346,Cliente_M_19,M,30,Producto_50,Categoria_100,Region_14,1,49.38,49.38,2025-03-26
347,Cliente_M_19,M,18,Producto_57,Categoria_71,Region_46,3,109.96,329.88,2025-02-12
348,Cliente_M_19,M,22,Producto_98,Categoria_85,Region_44,3,45.32,135.96,2025-05-17
349,Cliente_M_19,M,51,Producto_40,Categoria_62,Region_44,3,118.43,355.29,2025-09-12
350,Cliente_M_19,M,27,Producto_50,Categoria_29,Region_13,3,120.01,360.03,2025-02-18
351,Cliente_M_17,M,35,Producto_20,Categoria_63,Region_6,3,77.07,231.21,2025-05-03
352,Cliente_M_17,M,23,Producto_232,Categoria_95,Region_21,2,47.11,94.22,2025-14-99
353,Cliente_M_17,M,31,Producto_231,Categoria_90,Region_1,1,138.54,138.54,2025-09-04
354,Cliente_M_17,M,54,Producto_135,Categoria_51,Region_16,2,159.95,319.9,2025-08-06
355,Cliente_M_17,M,120,Producto_52,Categoria_12,Region_40,4,33.65,134.6,2025-06-17
356,Cliente_M_17,M,28,Producto_14,Categoria_89,Region_10,5,44.25,221.25,2025-09-05
357,Cliente_M_17,M,19,Producto_11,Categoria_52,Region_14,5,151.04,755.2,2025-11-02
358,Cliente_M_17,M,22,Producto_257,Categoria_5,Region_11,4,60.99,243.96,2025-09-09
359,Cliente_M_17,M,26,Producto_47,Categoria_98,Region_10,3,41.03,123.09,2025-05-08
74,Cliente_F_5,F,18,Producto_281,Categoria_21,Region_50,5,48.79,243.95,2025-05-17
361,Cliente_F_3,F,47,Producto_176,Categoria_98,Region_42,3,141.36,424.08,2025-04-06
362,Cliente_F_3,F,23,Producto_171,Categoria_3,Region_47,2,103.28,206.56,2025-05-19
363,Cliente_F_3,F,24,Producto_176,Categoria_28,Region_5,3,132.97,398.91,2025-10-23
74,Cliente_F_5,F,18,Producto_281,Categoria_21,Region_50,5,48.79,243.95,2025-05-17
365,Cliente_F_3,F,47,Producto_125,Categoria_98,Region_20,2,76.56,153.12,2025-12-23
366,Cliente_F_3,F,28,Producto_176,Categoria_51,Region_11,4,85.46,341.84,2025-07-21
367,Cliente_F_3,F,30,Producto_191,Categoria_23,Region_35,1,32.6,32.6,2025-11-03
368,Cliente_F_3,F,65,Producto_4,Categoria_28,Region_46,3,133.41,400.23,2025-10-10
369,Cliente_F_3,F,25,Producto_162,Categoria_49,Region_8,4,45.14,180.56,2025-03-21
370,Cliente_F_3,F,24,Producto_297,Categoria_85,Region_42,5,90.59,452.95,2025-11-14
371,Cliente_M_38,M,29,Producto_148,Categoria_46,Region_21,1,193.77,193.77,2025-06-01
372,Cliente_M_38,M,15,Producto_55,Categoria_60,Region_17,3,155.53,466.59,2025-04-27
373,Cliente_M_38,M,67,Producto_55,Categoria_75,Region_8,4,193.82,775.28,2025-07-22
374,Cliente_M_38,M,18,Producto_79,Categoria_52,Region_20,4,169.89,679.56,2025-08-11
375,Cliente_M_38,M,29,Producto_258,Categoria_86,Region_32,3,127.85,383.55,2025-04-13
74,Cliente_F_5,F,18,Producto_281,Categoria_21,Region_50,5,48.79,243.95,2025-05-17
377,Cliente_M_38,M,25,Producto_226,Categoria_56,Region_10,4,162.53,650.12,2025-14-99
378,Cliente_M_38,M,23,Producto_258,Categoria_19,Region_39,2,71.27,142.54,2025-09-18
379,Cliente_M_38,M,34,Producto_265,Categoria_32,Region_25,5,188.05,940.25,2025-09-28
380,Cliente_M_38,M,52,Producto_268,Categoria_36,Region_41,3,172.6,517.8,2025-10-12
381,Cliente_M_56,M,70,Producto_17,Categoria_38,Region_5,1,154.29,154.29,2025-07-25
382,Cliente_M_56,M,18,Producto_246,Categoria_85,Region_42,5,185.74,928.7,2025-02-11
383,Cliente_M_56,M,32,Producto_265,Categoria_61,Region_44,2,125.96,251.92,2025-12-11
384,Cliente_M_56,M,63,Producto_118,Categoria_59,Region_28,1,190.71,190.71,2025-01-22
385,Cliente_M_56,M,69,Producto_212,Categoria_34,Region_17,2,107.66,215.32,2025-04-04
386,Cliente_M_56,M,38,Producto_105,Categoria_95,Region_3,1,179.86,179.86,2025-10-12
387,Cliente_M_56,M,18,Producto_265,Categoria_41,Region_3,3,109.07,327.21,2025-04-09
388,Cliente_M_56,M,30,Producto_118,Categoria_16,Region_3,1,21.94,21.94,2025-08-04
389,Cliente_M_56,M,20,Producto_291,Categoria_97,Region_13,1,134.95,134.95,2025-09-06
390,Cliente_M_56,M,33,Producto_80,Categoria_13,Region_25,5,130.13,650.65,2025-08-17
391,Cliente_M_74,M,25,Producto_129,Categoria_6,Region_46,2,40.9,81.8,2025-10-09
392,Cliente_M_74,M,120,Producto_144,Categoria_83,Region_17,3,88.33,264.99,2025-01-08
393,Cliente_M_74,M,50,Producto_197,Categoria_27,,5,90.39,451.95,2025-06-02
394,Cliente_M_74,M,49,Producto_57,Categoria_89,Region_19,4,102.04,408.16,2025-01-04
395,Cliente_M_74,M,21,Producto_167,Categoria_76,Region_23,5,112.89,564.45,2025-01-25
396,Cliente_M_74,M,23,Producto_15,Categoria_70,Region_1,1,127.54,127.54,2025-04-03
397,Cliente_M_74,M,18,Producto_188,Categoria_72,Region_7,3,140.08,420.24,2025-07-21
398,Cliente_M_74,M,35,Producto_79,Categoria_63,Region_20,4,103.76,415.04,2025-02-08
399,Cliente_M_74,M,59,Producto_79,Categoria_72,Region_37,1,169.26,169.26,2025-07-02
400,Cliente_M_74,M,25,Producto_232,Categoria_90,Region_47,1,122.42,122.42,2025-09-28
401,Cliente_M_62,M,26,Producto_94,Categoria_1,Region_11,5,31.91,159.55,2025-11-03
402,Cliente_M_62,M,28,Producto_151,Categoria_58,Region_18,4,37.2,148.8,2025-08-11
403,Cliente_M_62,M,26,Producto_209,Categoria_94,Region_43,5,41.19,205.95,2025-04-18
404,Cliente_M_62,M,31,Producto_94,Categoria_98,Region_48,4,118.18,472.72,2025-01-21
405,Cliente_M_62,M,25,Producto_186,Categoria_38,Region_40,5,74.49,372.45,2025-06-09
406,Cliente_M_62,M,32,Producto_186,Categoria_55,Region_22,2,44.02,88.04,2025-12-12
407,Cliente_M_62,M,41,Producto_262,Categoria_71,Region_22,5,181.92,909.6,2025-10-20
408,Cliente_M_62,M,27,Producto_262,Categoria_61,Region_26,2,178.63,357.26,2025-03-26
409,Cliente_M_62,M,33,Producto_186,Categoria_62,Region_42,4,54.25,217.0,2025-02-15
410,Cliente_M_62,M,19,Producto_67,Categoria_31,Region_2,2,42.27,84.54,2025-10-21
411,Cliente_F_34,F,19,Producto_191,Categoria_66,Region_28,5,188.09,940.45,2025-07-08
412,Cliente_F_34,F,56,Producto_164,Categoria_77,Region_8,3,70.27,210.81,2025-04-05
413,Cliente_F_34,F,34,Producto_59,Categoria_23,Region_13,3,21.91,65.73,2025-01-02
414,Cliente_F_34,F,15,Producto_58,Categoria_80,Region_10,4,198.36,793.44,2025-07-28
415,Cliente_F_34,F,34,Producto_72,Categoria_14,Region_34,2,155.19,310.38,2025-10-19
416,Cliente_F_34,F,27,Producto_119,Categoria_77,Region_42,1,47.78,47.78,2025-08-12
417,Cliente_F_34,F,52,Producto_119,Categoria_49,Region_7,1,160.21,160.21,2025-14-99
418,Cliente_F_34,F,66,Producto_194,Categoria_26,Region_49,2,170.8,341.6,2025-05-23
419,Cliente_F_34,F,24,Producto_158,Categoria_63,Region_38,2,96.0,192.0,2025-06-25
420,Cliente_F_34,F,22,Producto_17,Categoria_62,Region_35,2,166.48,332.96,2025-07-25
421,Cliente_M_61,M,20,Producto_149,Categoria_77,Region_11,3,141.32,423.96,2025-10-03
422,Cliente_M_61,M,27,Producto_246,Categoria_53,Region_3,4,48.11,192.44,2025-02-16
423,Cliente_M_61,M,33,Producto_246,Categoria_42,Region_43,1,131.21,131.21,2025-12-12
424,Cliente_M_61,M,35,Producto_168,Categoria_26,Region_14,5,149.96,749.8,2025-10-10
425,Cliente_M_61,M,29,Producto_152,Categoria_75,Region_11,4,157.59,630.36,2025-01-09
426,Cliente_M_61,M,37,Producto_246,Categoria_74,Region_21,5,126.96,634.8,2025-02-23
427,Cliente_M_61,M,22,Producto_175,Categoria_10,Region_43,3,102.39,307.17,2025-11-07
428,Cliente_M_61,M,24,Producto_200,Categoria_87,Region_44,4,167.0,668.0,2025-10-07
429,Cliente_M_61,M,29,Producto_183,Categoria_24,Region_36,5,39.42,197.1,2025-04-08
430,Cliente_M_61,M,35,Producto_103,Categoria_66,Region_6,2,72.52,145.04,2025-06-05
431,Cliente_M_97,M,22,Producto_75,Categoria_47,Region_2,2,56.88,113.76,2025-12-17
432,Cliente_M_97,M,32,Producto_223,Categoria_10,Region_11,4,147.51,590.04,2025-03-16
433,Cliente_M_97,M,22,Producto_74,Categoria_96,Region_8,5,98.47,492.35,2025-06-17
434,Cliente_M_97,M,34,Producto_100,Categoria_41,Region_45,4,107.94,431.76,2025-04-07
435,Cliente_M_97,M,53,Producto_187,Categoria_28,Region_46,4,53.73,214.92,2025-04-14
436,Cliente_M_97,M,24,Producto_107,Categoria_70,Region_21,2,88.39,176.78,2025-08-10
437,Cliente_M_97,M,27,Producto_237,Categoria_27,Region_12,4,185.11,740.44,2025-07-03
438,Cliente_M_97,M,28,Producto_163,Categoria_87,Region_39,1,196.31,196.31,2025-07-06
439,Cliente_M_97,M,20,Producto_100,Categoria_9,Region_49,5,142.8,714.0,2025-01-07
440,Cliente_M_97,M,64,Producto_73,Categoria_85,Region_48,3,51.48,154.44,2025-01-12
441,Cliente_M_40,M,60,Producto_284,Categoria_69,Region_35,3,129.48,388.44,2025-10-21
442,Cliente_M_40,M,18,Producto_117,Categoria_89,Region_46,4,79.71,318.84,2025-03-25
443,Cliente_M_40,M,27,Producto_117,Categoria_3,Region_1,4,106.07,424.28,2025-02-14
444,Cliente_M_40,M,50,Producto_260,Categoria_71,Region_38,3,150.64,451.92,2025-06-17
445,Cliente_M_40,M,22,Producto_23,Categoria_39,Region_25,4,188.11,752.44,2025-01-17
446,Cliente_M_40,M,24,Producto_284,Categoria_87,Region_24,3,111.5,334.5,2025-01-20
447,Cliente_M_40,M,55,Producto_48,Categoria_64,Region_31,4,131.71,526.84,2025-01-15
448,Cliente_M_40,M,27,Producto_58,Categoria_63,Region_34,3,122.77,368.31,2025-10-11
449,Cliente_M_40,M,21,Producto_148,Categoria_22,Region_16,1,196.14,196.14,2025-05-01
450,Cliente_M_40,M,59,Producto_215,Categoria_93,Region_40,5,174.65,873.25,2025-12-12
451,Cliente_F_94,F,20,Producto_24,Categoria_30,Region_23,4,182.27,729.08,2025-04-23
452,Cliente_F_94,F,38,Producto_36,Categoria_73,Region_42,3,164.32,492.96,2025-11-04
453,Cliente_F_94,F,68,Producto_144,Categoria_7,Region_2,1,23.72,23.72,2025-11-16
454,Cliente_F_94,F,15,Producto_263,Categoria_81,Region_48,5,132.36,661.8,2025-01-12
455,Cliente_F_94,F,23,Producto_263,Categoria_90,Region_9,1,69.27,69.27,2025-03-25
456,Cliente_F_94,F,28,Producto_18,Categoria_67,Region_3,2,145.69,291.38,2025-04-25
457,Cliente_F_94,F,27,Producto_144,Categoria_45,Region_32,1,141.95,141.95,2025-10-11
458,Cliente_F_94,F,54,Producto_36,Categoria_54,Region_26,2,20.92,41.84,2025-05-17
459,Cliente_F_94,F,33,Producto_101,Categoria_84,Region_38,4,186.5,746.0,2025-11-20
460,Cliente_F_94,F,20,Producto_289,Categoria_12,Region_9,3,133.08,399.24,2025-01-27
461,Cliente_F_67,F,19,Producto_81,Categoria_36,Region_50,4,52.98,211.92,2025-11-10
462,Cliente_F_67,F,21,Producto_18,Categoria_85,Region_3,1,159.17,159.17,2025-01-14
463,Cliente_F_67,F,43,Producto_81,Categoria_68,Region_20,5,120.28,601.4,2025-04-11
464,Cliente_F_67,F,20,Producto_241,Categoria_73,Region_34,1,192.76,192.76,2025-12-25
465,Cliente_F_67,F,25,Producto_110,Categoria_18,Region_25,5,156.4,782.0,2025-06-28
466,Cliente_F_67,F,54,Producto_26,Categoria_83,Region_41,3,113.93,341.79,2025-04-27
467,Cliente_F_67,F,44,Producto_125,Categoria_39,Region_17,5,162.92,814.6,2025-11-14
468,Cliente_F_67,F,68,Producto_26,Categoria_73,Region_26,4,41.22,164.88,2025-05-03
469,Cliente_F_67,F,49,Producto_26,Categoria_79,Region_30,4,107.09,428.36,2025-09-05
470,Cliente_F_67,F,31,Producto_144,Categoria_60,Region_19,5,74.64,373.2,2025-08-22
471,Cliente_F_62,F,21,Producto_70,Categoria_37,Region_2,1,169.72,169.72,2025-08-05
472,Cliente_F_62,F,20,Producto_132,Categoria_24,Region_21,1,87.27,87.27,2025-04-02
473,Cliente_F_62,F,23,Producto_5,Categoria_16,Region_32,1,49.83,49.83,2025-01-11
474,Cliente_F_62,F,33,Producto_73,Categoria_21,Region_46,5,174.02,870.1,2025-12-27
475,Cliente_F_62,F,25,Producto_260,Categoria_1,Region_17,3,152.37,457.11,2025-01-19
476,Cliente_F_62,F,46,Producto_73,Categoria_98,Region_33,3,109.41,328.23,2025-02-04
477,Cliente_F_62,F,21,Producto_158,Categoria_27,Region_18,4,121.29,485.16,2025-07-05
478,Cliente_F_62,F,22,Producto_253,Categoria_13,Region_37,2,37.33,74.66,2025-10-20
479,Cliente_F_62,F,27,Producto_73,Categoria_33,Region_14,3,33.49,100.47,2025-11-28
480,Cliente_F_62,F,24,Producto_185,Categoria_78,Region_45,1,168.75,168.75,2025-03-16
481,Cliente_M_27,M,18,Producto_58,Categoria_97,Region_17,1,192.99,192.99,2025-02-27
482,Cliente_M_27,M,33,Producto_8,Categoria_28,Region_2,1,127.67,127.67,2025-07-23
483,Cliente_M_27,M,25,Producto_197,Categoria_32,Region_44,2,170.69,341.38,2025-02-16
484,Cliente_M_27,M,32,Producto_88,Categoria_43,Region_5,3,150.01,450.03,2025-01-26
485,Cliente_M_27,M,20,Producto_71,Categoria_72,Region_18,1,88.22,88.22,2025-10-01
486,Cliente_M_27,M,23,Producto_56,Categoria_22,Region_12,2,126.35,252.7,2025-08-02
487,Cliente_M_27,M,23,Producto_243,Categoria_84,Region_34,2,178.65,357.3,2025-11-28
488,Cliente_M_27,M,35,Producto_28,Categoria_80,Region_38,5,137.86,689.3,2025-01-19
489,Cliente_M_27,M,69,Producto_88,Categoria_55,Region_35,2,59.78,119.56,2025-10-24
490,Cliente_M_27,M,28,Producto_168,Categoria_45,Region_19,1,90.39,90.39,2025-02-24
491,Cliente_M_68,M,47,Producto_67,Categoria_32,Region_14,2,164.16,328.32,2025-09-12
492,Cliente_M_68,M,41,Producto_243,Categoria_76,Region_31,2,24.07,48.14,2025-01-26
493,Cliente_M_68,M,22,Producto_67,Categoria_18,Region_3,1,33.43,33.43,2025-07-07
494,Cliente_M_68,M,32,Producto_112,Categoria_81,Region_28,2,49.34,98.68,2025-08-25
495,Cliente_M_68,M,21,Producto_125,Categoria_50,Region_9,4,42.44,169.76,2025-08-05
496,Cliente_M_68,M,67,Producto_146,Categoria_74,Region_47,5,24.0,120.0,2025-03-12
497,Cliente_M_68,M,59,Producto_188,Categoria_44,Region_12,5,57.08,285.4,2025-08-26
498,Cliente_M_68,M,20,Producto_95,Categoria_3,Region_6,1,98.57,98.57,2025-11-28
499,Cliente_M_68,M,23,Producto_67,Categoria_93,Region_21,4,138.84,555.36,2025-08-15
500,Cliente_M_68,M,21,Producto_201,Categoria_96,Region_6,2,46.98,93.96,2025-02-06
